source,title,page,chunk_number,text
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,1,3,"ake the followup phone call. After reading this tool, you will: Know how prepare for the phone call. Be proficient in completing a postdischarge followup phone call. Be able to conduct appropriate postcall actions. “We found out during the followup phone call that a patient wasn't taking her diuretic because the bathroom was on the other side of her house. We got her a commode and averted a readmission.” —RED Hospital in Pennsylvania (https://www.ahrq.gov) Preparing for the Phone Call (https://www.ahrq.gov) Ensure Continuity of Care If you are the discharge educator (DE) who provided the in-hospital RED components, you will be familiar with the patient. This will help you maintain continuity between the inpatient stay and the followup call. Still, you need to recognize that your patient is"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,1,4,"he patient. This will help you maintain continuity between the inpatient stay and the followup call. Still, you need to recognize that your patient is now in a different setting and you may need to tailor your communication style to the patient's current needs. If your hospital has chosen to use a different person to provide the in-hospital RED components and to complete the call, you should:"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,1,"Communicate with the DE in order to have a smooth handoff and obtain important information about the patient and family that the DE has learned while working with the patient. Familiarize yourself with the patient by reviewing the information about the hospital stay thoroughly. (Go to Review Health History and Discharge Plans (https://www.ahrq.gov#prep4) below.) The remainder of this tool will instruct you as if you are not the DE. (https://www.ahrq.gov) Learn How To Conﬁrm Understanding Throughout the followup call, you will need to confirm that the person you are speaking with understands what you are discussing. One of the easiest ways to close the communication gap between patients and educators is to use the ""teach-back"" method. Teach- back is a way to confirm that you have explained"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,2,"close the communication gap between patients and educators is to use the ""teach-back"" method. Teach- back is a way to confirm that you have explained to the patient what he or she needs to know in a manner that the patient understands. Patient understanding is confirmed when he or she explains the information back to you in his or her own words. Lack of understanding and errors can then be rectified with further directed teaching and reevaluation of comprehension. A video demonstration of the teach-back method is available at: http://www.nchealthliteracy.org/teachingaids.html (http://www.nchealthliteracy.org/teachingaids.html) . Some points to keep in mind include: This is not a test of the patient's knowledge; it is a test of how well you explained the concepts. Be sure to use this techni"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,3,"o keep in mind include: This is not a test of the patient's knowledge; it is a test of how well you explained the concepts. Be sure to use this technique with all your patients, including those who you think understand as well as those you think are struggling with understanding. If your patients cannot remember or accurately repeat what you asked them, clarify the information that you presented and allow them to teach back again. Do this until the patient can correctly describe your directions in his or her own words. (https://www.ahrq.gov) (https://www.ahrq.gov) Review Health History and Discharge Plans Before the phone call, obtain the patient's hospital discharge summary, the after hospital care plan (AHCP), and the DE's notes. If the discharge summary is not complete or if an AHCP was"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,4,"ient's hospital discharge summary, the after hospital care plan (AHCP), and the DE's notes. If the discharge summary is not complete or if an AHCP was not generated for the patient, you will need to collect this information from other sources. These may include the hospital medical record, notes from the clinician who discharged the patient, the inpatient clinicians who cared for the patient, and the ambulatory medical record. You will need to be familiar with the patient's health history and discharge plan before you make the followup phone call. Review the discharge summary and AHCP to find out about: Diagnosis and condition at discharge. You will ask the patient about his or her health status and discuss symptoms. Personal information, usual daily routines, relevant cultural practices,"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,5,"ou will ask the patient about his or her health status and discuss symptoms. Personal information, usual daily routines, relevant cultural practices, involvement of family, and relevant stressors and supports. This will help you make the call patient centered. Followup appointments. You will find out whether appointments have been completed and plans for future appointments. Home services and equipment. You will confirm that home services and equipment have been delivered as expected and discuss the need for additional home services. (https://www.ahrq.gov) Check Accuracy and Safety of Medicine Lists While the patient was in the hospital, the DE should have completed medication reconciliation. The goal of inpatient medication reconciliation is to produce a correct and consistent list for th"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,6,"DE should have completed medication reconciliation. The goal of inpatient medication reconciliation is to produce a correct and consistent list for the patient and clinicians, where the medication lists are identical in the discharge summary, inpatient medical record, AHCP, and, if possible, the ambulatory medical record. In certain cases, however, this may not have happened (e.g., patient leaves against medical advice or sooner than expected, patient is discharged at a time when a DE was not available). To check whether the patient has been given an accurate medicine list, compare the list of medicines on the hospital discharge summary with the medicines listed in the AHCP. If medication reconciliation was done correctly at discharge, these lists should match. If they do not match, resolv"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,2,7,"the medicines listed in the AHCP. If medication reconciliation was done correctly at discharge, these lists should match. If they do not match, resolve the issue before the followup phone call by talking to the hospital team (starting with the DE) and/or primary care provider (PCP),i (https://www.ahrq.gov#notei) depending on the nature of the inconsistencies or errors identified."
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,1,"Doublecheck the medicine list for potentially harmful drug interactions. This should have been done as part of the in-hospital medication reconciliation process but may not have been completed for the reasons discussed above. If you identify any drug interactions, speak with the hospital team (starting with the discharging physician) to get clarification and make any necessary changes to the patient's medicines. (https://www.ahrq.gov) Identify Problems Patients Could Have With Medicines Changes in medicine regimens can be particularly confusing to patients returning home. Note changes such as discontinuation of medicine taken prior to the hospital stay or a change in the dose. Any medicine with complicated instructions can also be a source of confusion. Pay special attention to medicines f"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,2,"pital stay or a change in the dose. Any medicine with complicated instructions can also be a source of confusion. Pay special attention to medicines for which the adverse consequences of taking them incorrectly are severe. Familiarize yourself with commonly known drug-food interactions and side effects prior to the call. This will enable you to actively elicit this information from the patient, as well as educate him or her on possible side effects. (https://www.ahrq.gov) Arrange for Interpreter Services The DE should have noted on the contact sheet (go to the Contact Sheet (https://www.ahrq.gov/patient- safety/settings/hospital/red/toolkit/contactsheet2.html) ) whether an interpreter is needed for the phone call. If an interpreter is needed and your hospital has not documented that you ar"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,3,"ontactsheet2.html) ) whether an interpreter is needed for the phone call. If an interpreter is needed and your hospital has not documented that you are proficient in the language, arrange for interpreter services before the call. You can use a qualified hospital interpreter by using a speakerphone in a private location or a three-way phone system. You may also use a telephone interpreter that your hospital contracts with. Notify your interpreter services department in advance of when you will need an interpreter, for how long, and in what language. You may have an unanticipated need for interpreter services. This can happen if a patient or caregiver's English skills are sufficient for in-person communication but not for telephone communication, or if the need for interpreter services was n"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,4,"regiver's English skills are sufficient for in-person communication but not for telephone communication, or if the need for interpreter services was not accurately recorded. Know the procedure to access immediate interpreter services. More detailed information about using an interpreter, developing cultural and linguistic competence, and reducing disparities in health care communication is described in Tool 4, ""How To Deliver the RED to Diverse Populations at Your Hospital."" (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/redtool4.html) (https://www.ahrq.gov) Conducting the Phone Call (https://www.ahrq.gov) Whom and When To Call Before discharge, the DE will have collected contact information from the patient to facilitate reaching the patient or caregiver via phone with"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,5,"Call Before discharge, the DE will have collected contact information from the patient to facilitate reaching the patient or caregiver via phone within 72 hours of discharge. This information is found in the Contact Sheet (https://www.ahrq.gov/patient- safety/settings/hospital/red/toolkit/contactsheet2.html) . It includes: Patient's desire to have a legal proxy or caregiver receive the phone call, if applicable. Preferred language and need for interpreter (for person receiving the call). Contact information for patient, proxy, and caregivers. Ideal time of day and day of the week to reach patient, proxy, and caregivers. When you plan your calls for the day, note that calls will vary in length, from approximately 20 to 60 minutes. The type of patient population you target can affect the le"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,6,"lls for the day, note that calls will vary in length, from approximately 20 to 60 minutes. The type of patient population you target can affect the length of calls. Patients taking more medicines will require longer calls. Start your calls 48 hours after discharge. If the patient has delegated the phone call to his or her legal proxy (the person with legal authority to act on behalf of the patient) or his or her caregiver, call that person first. Call the patient or legal proxy or caregiver designated to receive the call at the time of day listed as the best. If you cannot reach this person the first time, make several attempts over the next few days. If you still cannot reach this person, call the next contact on the list. If you cannot reach or do not get useful information from the cont"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,3,7,"few days. If you still cannot reach this person, call the next contact on the list. If you cannot reach or do not get useful information from the contacts on the list, check the information on file at the hospital for additional contact numbers."
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,1,"(https://www.ahrq.gov) What To Say The followup phone call consists of five components: Assessment of health status. Medicine check. Clarification of clinician appointments and lab tests. Coordination of postdischarge home services. Review of what to do if a health or medical problem arises. This toolkit contains a patient call script (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/postdischarge- phone.html) developed by the RED team to provide guidance for completing the call. Some hospitals, however, have found the call script too time consuming. Adapting the call script for your hospital and your RED patient population will focus the call and make efficient use of your time. A data collection sheet (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/pos"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,2,"ill focus the call and make efficient use of your time. A data collection sheet (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/postdischarge- doc.html) for documenting the call also is available. The script is just a guide. The phone calls will require flexibility and creativity. You will problem solve with patients and caregivers and refer any issues that require further intervention to the appropriate clinical team member. This toolkit portrays a fictionalized followup phone call (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/phone-roleplay.html) , in which Brian, a nurse at the hospital, speaks with Mrs. Smith, a patient with congestive heart failure. This script, designed to be used at a training session for staff performing followup phone calls,"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,3,"Mrs. Smith, a patient with congestive heart failure. This script, designed to be used at a training session for staff performing followup phone calls, gives you a sense of how a conversation might go. Verify Availability To Talk and Need for Interpreter Services After introducing yourself, ask if it is a good time to talk. If it is not, get a precise time when you can call back. If the person says he or she only has a limited amount of time available, try to prioritize and tailor the call to meet the needs of that person. Even if the contact sheet indicates that an interpreter is not necessary, you should independently assess the need for an interpreter. The DE may have assumed that people who could speak English without an interpreter at the hospital could comfortably complete the phone c"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,4,"interpreter. The DE may have assumed that people who could speak English without an interpreter at the hospital could comfortably complete the phone call in English. The telephone, however, presents another hurdle as it removes context, body language, and lip movement. If you have any sense that the patient or caregiver is not proficient in English and you are not documented as proficient in the preferred language, let him or her know that you would like to use an interpreter. If an interpreter is not immediately available, schedule a time to call back. Try to establish an open communication style so patients or caregivers share their hesitations or problems they are having with the discharge plan. Ask them to locate and bring the AHCP and all medicines, supplements, and traditional remedi"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,5,"ions or problems they are having with the discharge plan. Ask them to locate and bring the AHCP and all medicines, supplements, and traditional remedies to the phone. Assess Health Status You will ask about the patient's: Comprehension of the reason for his orher hospital visit. Perception of any change in health status since discharge. Understanding of how to manage any medical changes or whether he or she needs to seek medical care for any concerns (either relating to the primary discharge diagnosis or any new problems). If the patient's health status has deteriorated, a plan of action may be needed. Interventions for patients reporting feeling worse since discharge due to primary discharge diagnosis, adverse drug event, or other symptoms may include: Providing patient education. Checkin"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,4,6,"ling worse since discharge due to primary discharge diagnosis, adverse drug event, or other symptoms may include: Providing patient education. Checking whether the patient is taking medicine as directed. Checking labs and reviewing medicine list for cause of complaint. Advising the patient to attend an upcoming scheduled appointment with his or her PCP. Recommending patient action (e.g., take a medicine that was prescribed to take as needed, limit activity). Advising the patient to call his or her DE, PCP, or specialist. Advising the patient to go to urgent care or the emergency department. Consulting with the DE, inpatient physician/team, or pharmacy. Alerting the PCP."
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,1,"Arranging a same-day sick appointment. Determining the family's perception of the patient's status. Check Medicines The medicine check involves making sure patients or caregivers understand what the patients' medicines are for and how to take them. This part of the phone call can be lengthy, since each medicine needs to be reviewed: name, when they take it, how much they take, how they take it, why they take it, and any problems or side effects. There are many potential barriers to adherence. Your job is to encourage the patient to share the most accurate information regarding what interferes with his or her willingness or ability to take the medicine. You might find it helpful to think about three sources of nonadherence: Intentional nonadherence. Inadvertent nonadherence. System/provider"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,2,"medicine. You might find it helpful to think about three sources of nonadherence: Intentional nonadherence. Inadvertent nonadherence. System/provider error. Intentional nonadherence. When a patient has chosen not to take a medicine that is part of the discharge plan or insists on taking medicine in a manner other than prescribed or that is contraindicated. Reasons for patient's intentional nonadherence include: Personal, family, or cultural concerns regarding medicine. Concern regarding actual or feared side effects; and Difficulty filling prescriptions, including access to the pharmacy, insurance issues, and financial problems. Inadvertent nonadherence. When a patient is not following the treatment plan due to difficulty understanding the plan or an inability to execute it. Examples of i"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,3,"nonadherence. When a patient is not following the treatment plan due to difficulty understanding the plan or an inability to execute it. Examples of inadvertent nonadherence include: Failure to remove discontinued medicine from a pillbox. Inability to pay for or pick up medicines. Inability to understand instructions such as ""take on an empty stomach"" or ""do not take with dairy products."" System/provider error. When the hospital did not do something it was supposed to. Examples of system/provider errors include: Conflicting information (e.g., the AHCP lists one type of antibiotic while the prescription was issued for another). Missing information (e.g., AHCP did not list when patient should take medicine). Missing pieces of the discharge plan (e.g., prescription was not issued at discharge"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,4,"tion (e.g., AHCP did not list when patient should take medicine). Missing pieces of the discharge plan (e.g., prescription was not issued at discharge). Some nonadherence problems can be solved by providing education to fill in knowledge gaps. Others may require your contacting the patient's pharmacy, PCP, or DE or the inpatient physician who discharged the patient if there are any discrepancies between the discharge summary/AHCP and what the patient reports. If clarifying misunderstandings does not work with patients who are intentionally nonadherent, try enlisting the assistance of family members and spiritual leaders or traditional healers. Go to Tool 4, ""How To Deliver the RED to Diverse Populations,"" (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/redtool4.html) for"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,5,". Go to Tool 4, ""How To Deliver the RED to Diverse Populations,"" (https://www.ahrq.gov/patient-safety/settings/hospital/red/toolkit/redtool4.html) for more on the family and community's role in patient treatment. Once discrepancies are resolved, you will probably have to follow up with the patient with an additional phone call. Always conduct teach-back to confirm that the patient or caregiver understands how to take medicines. The box below illustrates how postdischarge phone calls can expose and resolve cases of intentional nonadherence. The Case of Hypertension Beliefs Background: The patient, an African American woman, has been prescribed an angiotensin-converting enzyme (ACE) inhibitor for hypertension. Call: The patient has not filled her prescription and is not taking the ACE inhibi"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,5,6,"an angiotensin-converting enzyme (ACE) inhibitor for hypertension. Call: The patient has not filled her prescription and is not taking the ACE inhibitor because she does not think it will do any good. The caller discovers that the patient considers the appropriate treatment for her hypertension to be mitigation of stress and emotional excitement, not medicine or diet. Action: The caller clarifies that the medicine is effective for her condition, gets the patient's agreement to take the medicine, and conducts teach-back to confirm that she understands how to take it. The caller alerts the PCP to the patient's health beliefs. Clarify Appointments"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,6,1,"Check that the patient or caregiver knows about all followup appointments (e.g., primary care followup, lab test, specialist) and their dates, times, and locations; the purpose of the appointments; and that the patient can make it to the appointments. For example, if the patient has identified a support person to assist with transportation and other logistics, find out if the patient has sought and is receiving help from that person. You will need to problem solve with the patient if there are barriers to keeping appointments. Coordinate Postdischarge Home Services Check whether the patient has received home services and durable medical equipment that are scheduled and listed on the AHCP. You will need to intervene if services or equipment have not been received on time. Also check that ca"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,6,2,"ment that are scheduled and listed on the AHCP. You will need to intervene if services or equipment have not been received on time. Also check that caregivers have been available as expected. If a caregiver has not been available, explore alternatives, such as someone else who could help out or services available in the community (e.g., Meals on Wheels; spiritual leaders, clergy, or congregants). Discuss What To Do If a Problem Arises Always end the call by reviewing what the patient or caregiver should do if a problem arises at any time (any hour and day of the week). Make sure patients and caregivers understand: What types of emergency and nonemergency situations they may encounter. What to do in case of an emergency. How to call the patient's PCP, including after hours. (https://www.ahr"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,6,3,"nonemergency situations they may encounter. What to do in case of an emergency. How to call the patient's PCP, including after hours. (https://www.ahrq.gov) Documenting Your Call You will need to document your calls, both for the patient's medical record and to allow hospital management to monitor the information for quality improvement purposes. For example, your hospital may identify common errors patients make and use this information to improve teaching to other patients with similar regimens or conditions. More detail for this process is included in Tool 6, ""How To Monitor RED Implementation and Outcomes."" (https://www.ahrq.gov/patient- safety/settings/hospital/red/toolkit/redtool6.html) Documentation includes: Call attempts. Patient's health status. Problems with medicines. Appointme"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,6,4,"safety/settings/hospital/red/toolkit/redtool6.html) Documentation includes: Call attempts. Patient's health status. Problems with medicines. Appointment status. Patient's postdischarge actions. Followup actions you take. This toolkit contains a sample of a data collection form (https://www.ahrq.gov/patient- safety/settings/hospital/red/toolkit/postdischarge-doc.html) you can use to document your followup phone calls. (https://www.ahrq.gov) Communicating With the Primary Care Provider After you have completed a call, you may need to communicate with the patient's PCP. You can do this in a number of ways, such as via secure Email, flag in the electronic medical record (if the PCP is part of your hospital system), fax, or phone. If you call and cannot speak directly to a medical staff person"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,6,5,"lectronic medical record (if the PCP is part of your hospital system), fax, or phone. If you call and cannot speak directly to a medical staff person within the PCP's office, you will need to follow up with another form of communication. Commonly, secure electronic communication is the most efficient means to transmit patient information. Below are two examples of Emails to alert providers."
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,7,1,"Communication 1: Email to Provider Dr. Jones, Your patient Aaron Smith was discharged from Good Care Hospital on September 17, 2012. I spoke to Mr. Smith on September 20, 2012, in order to discuss his condition and medicines. Your patient is using two eye drops that are not listed in the discharge summary or in the outpatient medicine list. They are: Cosopt (Dorzolamide-Timolol): 1 eye drop twice daily. Xalatan (Latanoprost): 1 drop into the left eye qhs. Your patient is scheduled to see you on September 27, 2012. Please feel free to contact me with any questions. Thank you, Barbara Sanchez, PharmD Good Care Hospital Department of Pharmacy bsanchez@goodcare.org Phone: 567-555-1234 Communication 2: Email to Provider Dr. Doe, Your patient Martin Suarez was recently admitted to University Hos"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,7,2,"anchez@goodcare.org Phone: 567-555-1234 Communication 2: Email to Provider Dr. Doe, Your patient Martin Suarez was recently admitted to University Hospital. While at the hospital Mr. Suarez revealed (through a medical interpreter) that he uses a healer who considers the atorvastatin prescribed to lower his cholesterol to be harmful. A family meeting was held and the patient and his brother agreed to pass along the doctor's recommendation to continue his use of atorvastatin to the healer. Mr. Suarez was discharged on October 19, 2012, and a nurse practitioner spoke to him on October 22, 2012, to discuss his medicines. During the call Mr. Suarez reported that he had stopped taking atorvastatin due to experiencing side effects, which to him confirmed the healer's warnings. He also reported ex"
AHRQ,How To Conduct a Postdischarge Follow-up Phone Call,7,3,"z reported that he had stopped taking atorvastatin due to experiencing side effects, which to him confirmed the healer's warnings. He also reported experiencing fatigue. Mr. Suarez is scheduled to see you on November 3, 2012. Please feel free to contact me with any questions. Thank you, Roger Smith, NP University Hospital Roger.smith@university.org Phone: 212-555-1234 (https://www.ahrq.gov) i. In this toolkit we use the term PCP to refer to the clinician who has main responsibility for the patient, although specialists or other clinicians may be in charge of the patient's care. Page last reviewed March 2025 Page originally created March 2013"
CMS,Hospital Readmissions Reduction Program,1,1, Value-based programs Hospital-Acquired Condition Reduction Program Hospital Readmissions Reduction Program (HRRP) The Hospital Value-Based Purchasing (VBP) Program Other value-based programs Medicare Access and CHIP Reauthorization Act Physician Value-Based Payment Modifier (VM) Value-Based Purchasing (SNF VBP) Program Quality Payment Program Quality Payment Program Cost Measures
CMS,Hospital Readmissions Reduction Program,2,1,"Hospital Readmissions Reduction Program What is the Hospital Readmissions Reduction Program? The Hospital Readmissions Reduction Program is a Medicare value-based purchasing program that, for example, encourages hospitals to improve communication and care coordination to better engage patients and caregivers in discharge plans and, in turn, reduce avoidable readmissions. Section 1886(q) of the Social Security Act sets forth the statutory requirements for the Hospital Readmissions Reduction Program, which required the Secretary of the Department of Health and Human Services to establish the Hospital Readmissions Reduction Program starting October 1, 2012 (i.e., federal fiscal year [FY] 2013). Why is the Hospital Readmissions Reduction Program important? The Hospital Readmissions Reduction P"
CMS,Hospital Readmissions Reduction Program,2,2,"ber 1, 2012 (i.e., federal fiscal year [FY] 2013). Why is the Hospital Readmissions Reduction Program important? The Hospital Readmissions Reduction Program improves Americans’ health care by linking payment to the quality of hospital care. CMS incentivizes hospitals, for example, to improve communication and care coordination efforts to better engage patients and caregivers on post-discharge planning. We’ve included measures of conditions and procedures that make a big difference in the lives of large numbers of people with Medicare. The Hospital Readmissions Reduction Program, along with the Hospital Value Based Purchasing (VBP) and Hospital-Acquired Condition (HAC) Reduction Programs, is a major part of how we add quality measurement, transparency, and improvement to value-based payment"
CMS,Hospital Readmissions Reduction Program,2,3,"l-Acquired Condition (HAC) Reduction Programs, is a major part of how we add quality measurement, transparency, and improvement to value-based payment in the inpatient care setting. Research shows that hospital readmission rates differ across the nation. This gives us an opportunity to improve the quality of care and save taxpayer dollars by incentivizing providers to reduce excess readmissions."
CMS,Hospital Readmissions Reduction Program,3,1,"What are applicable Hospital Readmissions Reduction Program hospitals? For a full description of subsection (d) hospitals and classifications of excluded hospitals, refer to the Code of Federal Regulations (42 CFR 412.20 and 412.23). CMS exempts Maryland hospitals from the Hospital Readmissions Reduction Program payment reductions because an agreement between CMS and Maryland. What measures are included in the Hospital Readmissions Reduction Program? We use the excess readmission ratio (ERR) to assess hospital performance. The ERR measures a hospital’s relative performance and is a ratio of the predicted-to- expected unplanned readmissions rates. We calculate an ERR for each condition or procedure included in the program: Acute Myocardial Infarction (AMI) Chronic Obstructive Pulmonary Dise"
CMS,Hospital Readmissions Reduction Program,3,2,"tes. We calculate an ERR for each condition or procedure included in the program: Acute Myocardial Infarction (AMI) Chronic Obstructive Pulmonary Disease (COPD) Heart Failure (HF) Pneumonia Coronary Artery Bypass Graft (CABG) Surgery Elective Primary Total Hip Arthroplasty and/or Total Knee Arthroplasty (THA/TKA) The Hospital Readmissions Reduction Program doesn’t include the Hospital-Wide All-Cause Readmission (HWR) measure, which is included in the Hospital Inpatient Quality Reporting (IQR) Program. What counts as a readmission under the Hospital Readmissions Reduction Program? The Hospital Readmissions Reduction Program 30-day risk standardized unplanned readmission measures capture unplanned readmissions that happen"
CMS,Hospital Readmissions Reduction Program,4,1,"within 30 days of discharge from the index (that is, initial) admission. The readmission measures include patients who are readmitted to the same hospital, or another applicable acute care hospital, no matter the principal diagnosis. The measures exclude some planned readmissions. How does the Hospital Readmissions Reduction Program adjust payments? For each eligible hospital, we calculate the payment adjustment factor. The payment adjustment factor corresponds to the percent a hospital’s payment is reduced. The payment adjustment factor is a weighted average of a hospital’s performance across the readmission measures during the Hospital Readmissions Reduction Program performance period. We apply the payment adjustment factor for all discharges in the applicable fiscal year, no matter the"
CMS,Hospital Readmissions Reduction Program,4,2,"missions Reduction Program performance period. We apply the payment adjustment factor for all discharges in the applicable fiscal year, no matter the condition. For more information, visit the QualityNet Methodology page or download the Hospital Readmissions Reduction Program Payment Reduction Methodology Infographic on the QualityNet Resources page. What is the Review and Correction period? The 30-day Review and Correction period allows applicable hospitals to review and correct their Hospital Readmissions Reduction Program payment reduction and component result calculations as reflected in their Hospital Specific Report (HSR) (that is, Payment Adjustment Factor, Dual Proportion, Peer Group Assignment, Neutrality Modifier, ERR, and Peer Group Median ERRs) prior to them being used to adjus"
CMS,Hospital Readmissions Reduction Program,4,3,"ent Adjustment Factor, Dual Proportion, Peer Group Assignment, Neutrality Modifier, ERR, and Peer Group Median ERRs) prior to them being used to adjust payments. Hospitals cannot submit corrections to the underlying claims data or add new claims to the data extract during this period. Each program year, we let hospitals know the exact dates of the Review and Correction period via the Hospital Value-Based Purchasing (VBP) Listserv or on the QualityNet website."
CMS,Hospital Readmissions Reduction Program,5,1,"How will I know whether CMS incorporated changes to the Hospital Readmissions Reduction Program? Changes to the program are announced via the Hospital VBP QualityNet listserv. Visit the Sign Up for Email Updates page on the QualityNet website and select the “Hospital VBP Notify” List under “Quality Reporting” to join the Hospital VBP Listserv. Where can I find more information about the Hospital Readmissions Reduction Program? For more detailed information, visit the CMS Hospital Readmissions Reduction Program page or QualityNet Hospital Readmissions Reduction Program page. A federal government website managed and paid for by the U.S. Centers for Medicare & Medicaid Services. 7500 Security Boulevard, Baltimore, MD 21244 Page Last Modified: 03/10/2026 11:46 PM"
CMS,Hospital Readmissions Reduction Program,5,2,"for Medicare & Medicaid Services. 7500 Security Boulevard, Baltimore, MD 21244 Page Last Modified: 03/10/2026 11:46 PM"
